#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
UBD	PSMB8	9606.ENSP00000366249	9606.ENSP00000364016	0	0	0	0	0.231	0.132	0.500	0.550	0.830
UHRF1	H4C6	9606.ENSP00000479617	9606.ENSP00000244537	0	0	0	0	0.057	0.292	0.500	0.300	0.735
UHRF1	BIRC5	9606.ENSP00000479617	9606.ENSP00000301633	0	0	0	0	0.604	0	0	0.290	0.707
UHRF1	FOXM1	9606.ENSP00000479617	9606.ENSP00000342307	0	0	0	0	0.570	0.068	0	0.341	0.713
UHRF1	RRM2	9606.ENSP00000479617	9606.ENSP00000353770	0	0	0	0	0.785	0	0	0.329	0.850
UHRF1	CEP55	9606.ENSP00000479617	9606.ENSP00000360540	0	0	0	0	0.557	0	0	0.480	0.760
UHRF1	HELLS	9606.ENSP00000479617	9606.ENSP00000377601	0	0	0	0	0.376	0.294	0	0.491	0.756
UHRF1	KIF20A	9606.ENSP00000479617	9606.ENSP00000378356	0	0	0	0	0.557	0.051	0	0.484	0.764
UHRF1	TOP2A	9606.ENSP00000479617	9606.ENSP00000411532	0	0	0	0	0.509	0.301	0	0.613	0.855
UHRF1	PBK	9606.ENSP00000479617	9606.ENSP00000428489	0	0	0	0	0.526	0.045	0	0.508	0.758
WEE1	CCNB2	9606.ENSP00000402084	9606.ENSP00000288207	0	0	0	0	0.193	0.310	0	0.704	0.820
WEE1	CDK1	9606.ENSP00000402084	9606.ENSP00000378699	0	0	0	0	0.181	0.731	0.900	0.957	0.998
